Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly
Female,Jaipur,Tier2,ECE,Embedded,Yes,No,6.56,74.2,1,3,2.0,2,0,51.8,5.71,34.6,59.3,No,0,0
Female,Mumbai,Tier1,Civil,Embedded,No,No,8.01,79.3,2,2,3.0,3,0,74.7,8.04,71.9,83.4,No,1,0
Female,Jaipur,Tier1,Mechanical,Networking,No,No,8.13,86.9,2,5,3.0,5,2,72.5,,,86.7,Yes,1,0
Female,Kolkata,Tier2,EE,Embedded,No,No,6.62,68.1,1,2,1.0,1,0,58.8,5.95,40.9,54.3,No,1,0
Female,Chennai,Tier3,IT,Networking,Yes,No,6.69,62.1,0,3,2.0,1,0,52.2,7.33,54.1,63.1,No,0,0
Female,Kolkata,Tier3,Mechanical,AI,No,No,8.58,88.8,3,4,3.0,4,2,72.7,8.1,81.3,86.2,Yes,1,0
Male,Ahmedabad,Tier2,ECE,DataScience,No,No,7.05,67.0,1,1,1.0,2,1,67.9,6.76,64.2,67.9,No,0,0
Male,Chennai,Tier2,Civil,Networking,No,No,5.26,52.0,0,1,0.0,0,0,32.7,4.14,21.0,,Yes,0,0
Male,Bangalore,Tier1,CS,Embedded,Yes,No,7.01,68.1,0,3,3.0,1,0,54.2,4.78,47.1,64.6,No,1,0
Male,Bangalore,Tier2,Mechanical,AI,Yes,No,4.7,50.9,0,0,0.0,0,0,22.3,3.77,16.1,28.0,No,0,0
Male,Mumbai,Tier2,CS,Embedded,No,No,6.98,80.5,1,3,3.0,1,0,67.9,5.52,,64.0,No,0,0
Female,Jaipur,Tier3,ECE,Embedded,No,Yes,7.3,73.7,0,3,2.0,2,0,62.3,6.83,71.5,,No,0,0
Female,Kolkata,Tier2,EE,AI,No,Yes,8.28,82.2,1,5,4.0,3,2,85.3,8.91,72.6,93.6,No,1,0
Male,Kolkata,Tier3,EE,DataScience,No,No,7.34,76.4,1,2,1.0,2,0,64.9,6.87,63.6,53.1,No,1,0
Male,Bangalore,Tier2,EE,Embedded,No,No,5.57,53.5,0,0,1.0,0,0,,4.1,28.5,,No,0,0
Male,Mumbai,Tier1,IT,Embedded,Yes,No,7.44,73.8,2,4,3.0,3,0,75.1,6.94,57.4,60.3,No,1,0
Male,Hyderabad,Tier2,ECE,Networking,Yes,No,7.89,84.0,2,4,3.0,4,1,74.6,6.68,58.7,71.9,Yes,1,0
Female,Delhi,Tier3,Mechanical,Embedded,Yes,No,9.2,93.4,3,4,,5,1,100.0,9.24,93.4,98.0,No,1,0
Female,Ahmedabad,Tier3,ECE,Networking,Yes,No,7.1,65.4,1,4,3.0,1,1,70.7,,61.6,65.8,No,1,0
Female,Chennai,Tier3,ECE,DataScience,No,No,7.89,93.8,1,3,2.0,2,1,,8.24,74.8,67.0,Yes,0,0
Male,Kolkata,Tier2,CS,Networking,No,No,7.06,76.0,0,4,2.0,2,1,53.9,6.02,49.2,50.3,No,1,0
Male,Jaipur,Tier3,IT,Networking,No,No,6.0,73.2,0,0,,0,0,,4.94,,47.7,No,0,0
Male,Pune,Tier2,ECE,DataScience,Yes,No,7.09,83.7,1,1,2.0,2,0,64.7,5.61,59.5,50.9,No,0,0
Female,Chennai,Tier2,Civil,Embedded,No,No,7.44,68.2,1,2,3.0,2,0,70.0,7.35,62.2,71.8,No,1,0
Female,Bangalore,Tier2,IT,DataScience,No,No,8.14,90.0,1,3,,3,0,,6.38,77.6,73.6,Yes,1,0
Male,Kolkata,Tier2,CS,Embedded,Yes,Yes,7.39,77.1,1,2,2.0,3,0,62.5,7.2,64.1,73.5,Yes,1,0
Female,Jaipur,Tier2,CS,DataScience,Yes,No,9.29,92.8,2,7,,4,1,,8.49,100.0,100.0,No,1,0
Male,Hyderabad,Tier2,CS,Embedded,No,No,7.96,82.1,3,4,2.0,3,1,78.0,8.07,,75.0,No,0,1
Female,Jaipur,Tier3,CS,Embedded,Yes,No,5.71,59.3,0,0,0.0,1,0,25.0,4.45,28.9,33.7,No,0,0
Male,Ahmedabad,Tier3,IT,Networking,Yes,No,5.84,58.7,0,1,0.0,0,0,43.2,4.6,36.0,44.3,No,0,0
Male,Chennai,Tier3,IT,Embedded,No,No,8.33,82.0,2,4,2.0,3,2,76.9,8.36,83.8,82.7,No,1,0
Female,Hyderabad,Tier1,ECE,Networking,Yes,No,4.86,54.3,0,1,0.0,0,0,36.4,3.94,22.6,22.0,Yes,0,0
Male,Mumbai,Tier2,CS,AI,No,No,6.66,61.1,1,1,2.0,0,0,52.8,5.57,50.4,54.5,Yes,0,0
Male,Hyderabad,Tier3,CS,DataScience,No,No,7.26,68.5,1,2,2.0,2,1,55.7,7.07,57.0,57.2,Yes,0,0
Male,Bangalore,Tier3,Civil,Embedded,Yes,No,6.24,67.9,1,2,1.0,2,0,45.4,6.13,45.8,55.2,No,0,0
Male,Hyderabad,Tier2,Mechanical,AI,Yes,No,6.67,70.0,1,1,1.0,2,0,53.9,6.22,43.0,43.8,No,0,0
Female,Pune,Tier2,IT,Networking,No,No,7.14,73.2,1,3,1.0,3,0,73.9,6.75,61.9,,Yes,1,0
Female,Chennai,Tier1,EE,AI,Yes,No,7.16,73.7,1,1,2.0,2,0,59.9,6.45,60.8,56.6,No,1,0
Female,Kolkata,Tier3,Civil,AI,Yes,No,8.96,86.0,3,5,,5,1,91.9,9.45,75.7,95.3,No,1,0
Male,Ahmedabad,Tier2,CS,Embedded,Yes,No,7.54,74.4,2,2,,1,0,69.0,7.98,59.0,69.5,No,0,0
Male,Pune,Tier2,Civil,Networking,No,No,5.09,54.7,0,0,,0,0,35.6,2.96,24.1,44.0,Yes,0,0
Male,Kolkata,Tier1,EE,DataScience,No,No,6.99,68.7,1,1,1.0,2,0,,6.1,55.8,64.1,Yes,1,0
Male,Pune,Tier1,IT,Embedded,No,Yes,6.8,69.4,0,1,2.0,1,0,59.0,5.27,,63.4,No,0,0
Male,Delhi,Tier3,Mechanical,Embedded,No,No,6.78,66.6,0,1,1.0,2,0,67.0,,35.7,66.8,No,0,0
Female,Chennai,Tier2,EE,Embedded,No,No,6.91,70.6,1,1,2.0,1,0,60.4,5.42,56.4,56.7,Yes,0,0
Female,Hyderabad,Tier2,CS,Networking,No,No,7.38,79.1,1,2,3.0,2,1,65.9,7.63,61.4,66.7,No,1,0
Female,Hyderabad,Tier1,CS,Embedded,Yes,No,7.79,81.1,2,4,3.0,3,1,69.1,7.03,60.0,69.5,No,1,0
Male,Bangalore,Tier2,IT,DataScience,Yes,No,8.75,86.2,3,5,3.0,6,1,94.4,,78.8,90.7,No,1,0
Male,Bangalore,Tier3,ECE,AI,No,No,6.02,57.2,0,2,0.0,1,0,46.5,4.67,36.6,48.9,No,0,0
Male,Chennai,Tier2,ECE,Networking,Yes,Yes,8.23,81.8,2,3,3.0,3,1,73.9,7.59,65.0,75.3,Yes,1,0
Male,Bangalore,Tier2,EE,Embedded,No,No,7.58,79.4,1,2,2.0,2,0,64.9,7.2,54.1,61.1,Yes,1,0
Male,Pune,Tier3,Mechanical,DataScience,No,Yes,8.02,84.1,2,1,3.0,4,1,81.2,8.17,75.6,74.5,Yes,1,0
Male,Delhi,Tier2,CS,AI,No,No,7.27,71.3,2,3,1.0,3,1,71.1,7.58,59.5,57.1,Yes,1,0
Male,Pune,Tier3,IT,DataScience,Yes,No,6.3,68.7,0,1,0.0,0,0,49.5,4.96,36.3,52.6,No,0,0
Female,Hyderabad,Tier2,IT,AI,Yes,No,7.1,75.8,1,3,2.0,2,0,,6.55,57.7,68.1,No,0,0
Male,Hyderabad,Tier1,CS,Networking,No,No,8.7,82.8,2,5,3.0,5,1,84.8,8.25,89.6,85.2,No,1,0
Female,Ahmedabad,Tier3,Civil,Networking,Yes,No,5.65,59.7,0,1,0.0,0,0,36.1,3.75,21.6,36.2,Yes,0,0
Male,Ahmedabad,Tier3,ECE,AI,No,No,6.17,68.7,0,2,1.0,0,0,46.2,4.4,36.1,50.8,No,0,0
Male,Bangalore,Tier1,IT,Networking,No,No,8.09,94.9,2,3,4.0,2,0,76.2,7.53,79.5,75.5,Yes,1,0
Male,Jaipur,Tier2,IT,DataScience,No,No,8.26,82.0,2,4,3.0,4,1,93.1,8.13,,76.4,Yes,1,0
Male,Ahmedabad,Tier2,IT,DataScience,No,No,7.38,72.5,1,3,3.0,1,1,61.9,,68.4,60.3,No,0,0
Male,Mumbai,Tier3,Civil,Networking,Yes,No,7.54,72.6,1,2,0.0,1,0,71.5,5.75,46.8,49.7,No,0,0
Male,Ahmedabad,Tier2,Mechanical,Networking,Yes,No,6.63,66.3,2,2,2.0,1,0,56.7,6.06,,53.2,No,0,0
Female,Kolkata,Tier3,IT,Networking,No,No,7.1,73.5,1,3,2.0,1,0,68.9,6.78,59.9,65.5,No,0,0
Male,Delhi,Tier2,Mechanical,Embedded,No,Yes,6.04,62.4,0,2,0.0,0,0,54.6,4.48,44.7,52.2,No,0,0
Female,Chennai,Tier2,EE,Embedded,No,Yes,8.12,83.3,1,4,4.0,4,1,71.6,8.68,72.0,85.6,Yes,1,0
Male,Ahmedabad,Tier1,Civil,DataScience,No,No,8.2,84.3,2,4,3.0,2,2,77.6,8.5,,79.5,Yes,1,0
Male,Pune,Tier3,CS,DataScience,Yes,No,7.29,88.6,2,3,3.0,1,0,62.0,5.53,67.1,56.4,No,1,0
Male,Hyderabad,Tier3,CS,DataScience,No,No,8.17,84.1,2,4,4.0,4,0,74.2,7.93,68.0,86.4,Yes,0,0
Male,Chennai,Tier1,EE,AI,Yes,Yes,5.35,51.8,0,1,0.0,0,0,39.2,3.77,19.5,42.5,Yes,0,1
Female,Bangalore,Tier2,EE,Networking,Yes,No,7.53,78.4,1,1,2.0,0,1,69.3,,59.3,68.4,No,1,0
Female,Chennai,Tier1,CS,Networking,No,Yes,7.2,81.9,1,3,1.0,3,0,59.2,7.01,74.2,69.3,No,0,0
Female,Delhi,Tier2,EE,DataScience,No,No,9.54,91.9,3,6,4.0,5,2,94.7,10.0,100.0,100.0,Yes,1,0
Male,Chennai,Tier2,Mechanical,Embedded,No,Yes,7.3,76.0,2,3,4.0,2,1,66.1,7.21,57.1,69.0,Yes,0,0
Male,Delhi,Tier3,ECE,AI,No,No,7.81,83.6,2,3,3.0,3,0,68.6,7.97,50.0,74.4,Yes,1,0
Female,Delhi,Tier2,EE,DataScience,No,Yes,7.24,76.9,1,3,1.0,1,0,59.8,5.01,59.2,61.7,Yes,0,0
Male,Bangalore,Tier2,EE,AI,Yes,No,8.41,77.4,2,4,3.0,5,1,78.8,7.48,73.6,75.6,Yes,1,0
Male,Mumbai,Tier2,EE,DataScience,No,No,5.8,60.2,0,1,0.0,0,0,46.4,4.74,36.6,33.3,No,0,0
Male,Ahmedabad,Tier2,Mechanical,DataScience,Yes,No,6.76,65.8,1,1,,0,0,58.0,5.21,36.2,71.6,No,0,0
Female,Kolkata,Tier2,EE,DataScience,No,Yes,7.4,68.8,2,3,1.0,3,1,,6.09,62.0,,No,1,0
Female,Bangalore,Tier1,IT,DataScience,Yes,No,7.31,81.7,1,3,3.0,1,1,75.2,7.67,62.3,68.5,No,1,0
Female,Delhi,Tier2,IT,DataScience,Yes,Yes,8.27,87.1,2,4,4.0,3,1,74.9,7.41,80.1,75.2,No,1,0
Female,Pune,Tier3,IT,AI,No,Yes,5.58,55.8,0,1,1.0,0,0,36.4,4.2,30.9,54.2,No,0,0
Male,Kolkata,Tier2,IT,DataScience,Yes,No,7.93,89.7,1,4,3.0,5,1,75.5,7.84,84.0,80.0,Yes,1,0
Female,Mumbai,Tier2,EE,AI,No,No,8.1,86.0,2,4,2.0,2,1,78.8,7.14,,77.8,No,0,0
Male,Jaipur,Tier3,CS,Embedded,No,No,7.68,78.8,2,4,2.0,3,0,65.7,6.36,66.6,70.8,No,0,0
Female,Bangalore,Tier2,Civil,Embedded,No,No,7.23,70.6,1,3,1.0,1,0,63.1,6.55,,61.5,No,0,0
Male,Bangalore,Tier2,IT,Networking,No,No,6.54,66.3,1,3,2.0,0,0,50.5,,,48.5,No,0,0
Female,Bangalore,Tier3,IT,Embedded,No,Yes,9.07,92.8,2,5,4.0,6,1,91.0,,87.0,88.4,Yes,1,0
Male,Delhi,Tier2,Civil,DataScience,Yes,No,5.98,55.5,0,2,,2,0,46.6,4.16,36.8,45.4,No,0,0
Male,Hyderabad,Tier1,CS,Networking,No,No,8.0,81.3,2,4,2.0,3,1,78.5,6.99,63.0,62.5,No,1,0
Male,Ahmedabad,Tier2,Mechanical,Embedded,No,No,8.77,86.0,1,4,3.0,3,1,89.3,9.19,,83.3,Yes,1,0
Male,Hyderabad,Tier2,CS,Embedded,Yes,Yes,8.49,82.2,2,4,4.0,4,2,87.0,9.21,92.8,86.9,No,1,0
Male,Delhi,Tier3,EE,Networking,No,No,8.01,88.5,2,3,4.0,2,1,74.6,7.62,,74.9,No,1,0
Female,Jaipur,Tier3,ECE,AI,Yes,No,8.25,84.3,2,4,4.0,5,1,76.5,7.44,72.1,74.9,No,1,0
Male,Chennai,Tier1,IT,AI,No,No,8.73,91.1,3,4,4.0,5,2,85.2,8.34,78.3,82.7,Yes,1,0
Female,Hyderabad,Tier3,EE,DataScience,No,No,7.93,81.4,2,5,2.0,3,1,67.3,8.79,77.9,,Yes,0,0
Male,Bangalore,Tier3,IT,DataScience,No,Yes,6.77,65.0,1,1,1.0,1,0,61.9,,53.6,43.4,Yes,0,0
Female,Ahmedabad,Tier1,IT,DataScience,Yes,No,4.99,45.8,0,0,0.0,0,0,21.3,4.49,15.4,32.5,Yes,0,0
Male,Delhi,Tier2,ECE,DataScience,No,No,8.1,82.2,2,3,4.0,3,1,68.8,8.32,79.1,67.8,No,1,0
Female,Jaipur,Tier2,EE,Embedded,No,No,7.38,73.8,2,3,2.0,3,0,51.7,6.89,53.3,69.7,Yes,0,0
Female,Ahmedabad,Tier2,Civil,DataScience,No,Yes,7.85,80.4,2,3,2.0,2,0,78.2,5.97,57.8,55.7,No,0,0
Male,Kolkata,Tier2,Civil,Embedded,No,No,8.14,82.8,3,4,3.0,3,1,68.5,,61.2,73.9,No,0,0
Female,Delhi,Tier1,Civil,DataScience,No,No,7.87,71.2,3,5,2.0,4,1,83.4,8.15,68.1,87.8,No,1,0
Male,Mumbai,Tier2,Mechanical,Embedded,No,No,7.74,77.7,1,2,3.0,3,1,65.2,8.2,65.7,,Yes,1,0
Male,Hyderabad,Tier2,ECE,Embedded,Yes,Yes,7.39,78.1,1,2,2.0,2,1,74.1,6.1,62.3,56.4,Yes,0,0
Female,Mumbai,Tier2,ECE,Networking,No,No,8.49,87.4,2,6,3.0,3,1,85.1,9.51,82.6,89.7,Yes,1,0
Female,Pune,Tier2,EE,Embedded,Yes,Yes,6.11,61.7,0,1,1.0,0,0,,4.28,,43.4,No,0,0
Male,Mumbai,Tier2,Civil,Embedded,Yes,No,7.81,77.3,1,2,,4,0,83.8,6.91,72.0,84.5,No,1,0
Male,Delhi,Tier1,Civil,Networking,No,No,7.49,80.3,2,4,2.0,2,0,75.5,6.5,68.8,59.4,Yes,1,0
Female,Chennai,Tier1,ECE,DataScience,No,No,7.03,72.5,2,2,0.0,2,0,59.5,5.35,55.3,62.1,Yes,0,0
Female,Pune,Tier2,Mechanical,Embedded,Yes,Yes,6.71,69.2,0,3,3.0,1,0,64.2,5.51,44.5,65.1,No,0,0
Female,Jaipur,Tier2,Mechanical,AI,No,No,6.24,63.1,1,2,3.0,0,0,47.1,3.73,,56.5,Yes,0,0
Male,Bangalore,Tier1,ECE,Networking,No,Yes,5.54,53.4,0,0,1.0,2,0,40.3,3.35,25.1,37.9,No,0,0
Female,Bangalore,Tier2,Civil,Networking,Yes,No,7.82,82.9,2,3,3.0,3,0,79.4,6.92,68.1,71.9,Yes,1,0
Male,Bangalore,Tier3,EE,AI,No,No,7.55,74.6,1,3,1.0,2,0,58.6,6.07,65.5,83.3,No,1,0
Female,Chennai,Tier2,ECE,Embedded,No,No,7.34,69.5,1,2,1.0,3,0,,6.21,69.0,63.9,No,1,0
Male,Kolkata,Tier2,Civil,Embedded,No,No,6.25,70.6,0,1,3.0,1,0,,4.95,40.5,52.6,Yes,0,0
Female,Mumbai,Tier3,IT,AI,No,No,7.0,68.2,1,2,2.0,2,0,50.1,6.46,60.4,53.1,No,1,0
Male,Jaipur,Tier2,CS,Embedded,No,No,7.02,80.9,2,2,,2,1,59.1,5.83,,61.9,No,1,0
Male,Hyderabad,Tier2,ECE,AI,Yes,No,7.64,74.7,1,2,4.0,2,1,61.2,6.81,63.9,71.2,No,0,0
Female,Mumbai,Tier3,IT,Networking,No,No,5.11,52.9,0,1,0.0,0,0,30.5,3.66,12.5,34.4,No,0,0
Male,Mumbai,Tier2,Mechanical,DataScience,No,Yes,7.73,74.0,2,3,,3,0,80.5,7.45,67.3,71.1,No,1,0
Female,Kolkata,Tier2,Mechanical,AI,No,No,7.36,79.1,1,3,3.0,2,1,71.4,7.1,82.6,78.2,No,1,0
Male,Jaipur,Tier2,EE,DataScience,No,No,6.32,73.5,0,1,1.0,0,0,,5.41,32.2,44.9,No,0,0
Female,Kolkata,Tier2,IT,Embedded,No,No,6.89,63.4,1,1,2.0,2,0,57.2,6.74,55.4,,No,1,0
Male,Pune,Tier3,IT,Networking,Yes,No,7.85,84.0,3,2,2.0,3,2,93.7,,71.7,65.4,No,1,0
Male,Pune,Tier1,Civil,AI,No,Yes,6.67,73.1,0,2,1.0,2,0,44.6,5.43,30.4,57.1,No,0,0
Male,Ahmedabad,Tier2,IT,Networking,No,Yes,7.62,74.5,2,4,1.0,3,0,72.4,7.93,67.4,66.7,Yes,1,0
Male,Ahmedabad,Tier2,EE,Networking,Yes,Yes,6.28,70.9,1,2,0.0,0,0,40.9,5.43,,54.1,No,0,0
Male,Ahmedabad,Tier3,IT,AI,No,Yes,7.92,76.0,2,2,1.0,3,1,65.8,,78.8,76.9,Yes,0,0
Female,Chennai,Tier2,ECE,AI,No,No,6.75,60.8,0,1,1.0,2,0,67.8,5.24,43.3,54.4,No,0,0
Female,Chennai,Tier2,IT,Embedded,No,No,8.09,80.6,3,4,,3,1,66.6,8.06,73.0,82.9,Yes,0,0
Female,Mumbai,Tier2,ECE,AI,No,Yes,7.13,73.8,1,3,2.0,1,1,65.4,,75.0,57.5,Yes,0,0
Male,Bangalore,Tier1,Civil,Embedded,Yes,No,7.34,76.4,2,1,3.0,1,0,59.1,5.98,59.3,49.3,No,0,0
Male,Kolkata,Tier2,Mechanical,Embedded,Yes,Yes,5.98,72.5,0,3,0.0,1,0,54.2,4.96,49.5,48.8,No,0,0
Male,Bangalore,Tier1,IT,DataScience,No,No,6.53,64.1,1,2,0.0,2,0,52.3,4.49,42.8,60.1,No,0,0
Female,Mumbai,Tier1,CS,AI,No,Yes,6.99,75.8,1,3,4.0,2,0,61.5,6.25,55.0,61.2,No,0,0
Female,Chennai,Tier2,IT,AI,No,No,7.15,75.9,1,3,2.0,1,1,66.1,6.99,64.6,65.9,Yes,0,0
Male,Jaipur,Tier3,CS,Embedded,Yes,No,7.22,68.3,0,2,2.0,2,0,52.6,6.1,,64.8,Yes,0,0
Female,Chennai,Tier2,ECE,Networking,Yes,No,6.52,60.1,0,2,1.0,1,0,55.5,4.56,,63.4,No,0,0
Male,Ahmedabad,Tier2,CS,DataScience,Yes,No,6.94,72.5,1,1,1.0,3,0,63.4,5.17,47.8,49.6,No,1,0
Male,Hyderabad,Tier2,ECE,AI,No,Yes,8.67,79.6,3,4,4.0,4,1,88.3,8.38,77.9,,No,1,0
Male,Chennai,Tier2,Mechanical,AI,Yes,Yes,8.14,74.8,1,2,2.0,4,1,65.1,6.71,70.1,76.9,No,0,0
Male,Mumbai,Tier2,CS,Networking,No,Yes,7.28,69.4,0,1,2.0,3,0,56.6,6.52,45.8,68.8,Yes,1,0
Female,Jaipur,Tier3,CS,DataScience,Yes,No,7.16,62.7,1,1,2.0,2,1,71.2,6.28,51.5,62.9,No,0,0
Female,Bangalore,Tier2,CS,DataScience,No,No,7.47,70.9,1,3,2.0,4,0,70.8,6.05,57.0,67.2,No,1,0
Male,Bangalore,Tier3,IT,DataScience,Yes,No,6.61,74.1,1,1,,0,0,62.5,,,43.8,Yes,0,0
Male,Pune,Tier2,ECE,Networking,Yes,No,7.25,75.7,1,1,2.0,2,0,62.2,6.92,61.5,66.9,Yes,0,0
Female,Ahmedabad,Tier2,CS,DataScience,No,No,6.84,73.2,1,2,0.0,3,0,55.6,5.72,38.7,60.9,No,0,0
Female,Bangalore,Tier1,EE,Networking,No,No,6.27,67.9,0,1,1.0,2,0,46.6,4.96,56.6,,Yes,0,0
Female,Mumbai,Tier2,ECE,Embedded,No,No,9.32,90.6,2,5,4.0,5,1,100.0,8.76,96.3,89.1,No,1,0
Male,Jaipur,Tier2,IT,AI,Yes,Yes,7.21,78.5,0,2,1.0,2,0,63.1,6.59,64.2,56.3,No,1,0
Female,Chennai,Tier2,CS,AI,No,No,7.92,68.2,1,2,3.0,3,0,71.5,7.96,69.3,74.1,Yes,0,0
Male,Ahmedabad,Tier3,EE,DataScience,Yes,Yes,6.42,67.8,2,1,1.0,0,0,55.4,5.35,33.5,62.4,No,0,0
Female,Pune,Tier2,IT,Networking,No,No,6.81,70.9,1,3,1.0,1,0,48.0,5.32,50.8,63.5,No,1,0
Male,Hyderabad,Tier2,ECE,Networking,Yes,Yes,8.46,97.1,2,4,4.0,2,1,63.2,8.0,89.4,78.4,No,1,0
Female,Ahmedabad,Tier2,EE,Networking,Yes,Yes,6.62,75.8,1,1,2.0,1,1,52.4,,50.6,57.0,No,1,0
Male,Pune,Tier2,Mechanical,AI,Yes,No,7.38,82.7,0,1,3.0,1,0,61.3,5.99,71.0,63.0,Yes,1,0
Male,Ahmedabad,Tier2,IT,DataScience,Yes,No,8.56,92.0,2,4,4.0,5,0,83.6,7.81,63.7,85.3,Yes,1,0
Female,Hyderabad,Tier2,EE,DataScience,No,No,6.53,72.7,1,2,2.0,2,0,40.0,4.77,54.7,,Yes,0,0
Female,Bangalore,Tier3,EE,Networking,No,No,6.47,62.8,0,2,1.0,1,0,,6.21,34.8,54.6,Yes,1,0
Male,Mumbai,Tier2,IT,AI,No,Yes,6.48,66.3,0,2,1.0,2,0,59.1,4.92,43.7,56.0,No,0,0
Female,Kolkata,Tier2,CS,DataScience,No,Yes,7.55,75.3,2,2,1.0,2,1,56.0,7.11,66.6,65.0,No,0,0
Female,Mumbai,Tier3,Mechanical,Embedded,Yes,No,7.62,88.4,1,3,3.0,1,1,62.6,6.03,59.8,67.6,Yes,1,0
Male,Jaipur,Tier2,CS,AI,Yes,No,8.54,92.3,1,4,5.0,4,1,83.7,8.63,,95.8,Yes,1,0
Male,Ahmedabad,Tier2,CS,AI,Yes,No,7.98,74.9,0,4,3.0,2,0,,7.28,,,Yes,1,0
Male,Bangalore,Tier3,CS,Embedded,No,No,5.64,62.4,0,2,0.0,0,0,51.1,4.29,34.0,37.2,No,0,0
Female,Ahmedabad,Tier1,Mechanical,AI,No,No,6.14,67.5,1,1,0.0,0,0,40.9,4.39,39.0,46.7,No,0,0
Male,Delhi,Tier1,Mechanical,Embedded,No,No,6.91,69.3,1,2,2.0,1,0,,5.82,44.7,58.4,Yes,0,0
Male,Kolkata,Tier3,Mechanical,Networking,No,No,7.8,80.2,1,1,3.0,5,1,73.7,6.57,67.3,80.0,No,1,0
Female,Delhi,Tier1,IT,Embedded,No,No,8.53,96.7,3,3,4.0,3,2,69.2,8.41,79.9,81.9,No,1,0
Female,Ahmedabad,Tier3,Civil,Embedded,No,No,6.89,72.3,1,3,3.0,2,0,61.0,5.91,65.3,58.1,Yes,0,0
Female,Pune,Tier2,Civil,Networking,No,No,6.76,60.9,0,2,1.0,1,0,52.9,5.99,45.7,67.9,No,0,0
Female,Ahmedabad,Tier3,ECE,Embedded,No,Yes,7.54,74.4,1,4,3.0,2,1,69.6,6.47,58.1,70.2,No,1,0
Female,Delhi,Tier2,EE,AI,Yes,Yes,7.32,72.8,2,3,1.0,1,1,,6.09,63.1,58.6,Yes,1,0
Female,Mumbai,Tier3,CS,Networking,Yes,Yes,8.44,90.5,2,3,3.0,3,1,75.3,8.28,74.6,,No,1,0
Female,Hyderabad,Tier3,ECE,Embedded,Yes,No,5.26,41.2,0,1,1.0,0,0,44.1,,10.8,,Yes,0,0
Male,Jaipur,Tier2,CS,AI,Yes,No,7.14,63.3,2,2,1.0,3,0,,6.64,43.0,62.2,Yes,1,0
Male,Mumbai,Tier2,Mechanical,Embedded,Yes,No,5.71,60.8,0,0,0.0,0,0,46.8,5.01,26.5,36.8,No,0,0
Male,Mumbai,Tier3,IT,Embedded,No,No,7.18,64.4,1,4,1.0,2,0,,6.78,62.5,,No,0,0
Female,Hyderabad,Tier2,CS,AI,Yes,No,6.97,73.8,0,3,1.0,2,0,67.5,6.33,52.9,62.0,No,1,0
Male,Mumbai,Tier1,ECE,Embedded,No,Yes,8.45,86.4,3,6,3.0,4,1,79.1,8.59,,85.7,No,1,0
Male,Bangalore,Tier3,CS,Networking,No,No,8.16,76.0,1,2,2.0,3,1,,6.67,76.2,67.0,No,0,0
Female,Delhi,Tier2,EE,DataScience,Yes,No,8.35,82.4,2,4,4.0,2,1,,8.35,78.1,81.2,No,1,0
Male,Jaipur,Tier2,Mechanical,Networking,Yes,No,7.72,78.2,2,2,,2,0,69.5,7.6,59.2,66.1,Yes,1,0
Male,Jaipur,Tier2,IT,Networking,Yes,No,5.8,64.2,1,1,,0,0,42.1,4.1,33.1,,No,0,0
Female,Pune,Tier3,ECE,DataScience,No,No,7.95,85.3,2,3,2.0,3,0,69.3,7.87,81.1,77.5,No,1,0
Female,Chennai,Tier3,CS,DataScience,Yes,No,7.92,84.1,1,3,2.0,2,0,75.1,,68.6,72.5,No,0,0
Male,Jaipur,Tier2,EE,DataScience,Yes,No,9.0,85.2,2,5,4.0,5,2,95.8,8.77,84.4,81.1,No,1,0
Male,Jaipur,Tier2,ECE,AI,No,No,7.63,70.7,2,4,2.0,2,1,68.4,7.47,61.8,75.5,No,0,0
Male,Delhi,Tier2,CS,DataScience,Yes,No,6.73,69.2,1,2,3.0,4,0,57.3,5.1,52.7,55.4,Yes,0,0
Female,Kolkata,Tier2,Civil,Embedded,No,No,9.12,87.2,2,5,5.0,4,1,,10.0,100.0,100.0,No,1,0
Female,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,7.79,74.8,2,3,2.0,2,1,70.8,8.13,66.2,62.2,No,0,0
Male,Jaipur,Tier2,IT,Networking,No,No,5.58,52.0,1,0,,1,0,47.7,5.07,22.4,,No,0,0
Female,Pune,Tier3,EE,Networking,Yes,Yes,7.44,83.1,2,2,4.0,1,1,74.9,8.27,77.5,80.6,No,1,0
Male,Delhi,Tier2,Mechanical,AI,No,No,6.04,69.2,0,2,0.0,1,0,46.2,5.2,49.0,42.0,No,0,0
Male,Ahmedabad,Tier2,CS,Networking,No,No,9.66,100.0,4,6,,5,2,100.0,10.0,90.4,,Yes,1,0
Female,Hyderabad,Tier2,ECE,Networking,No,No,7.09,79.8,1,3,2.0,1,0,58.2,5.75,62.6,52.5,No,0,0
Male,Kolkata,Tier1,EE,AI,Yes,No,8.34,88.5,2,3,3.0,3,1,80.8,8.82,84.5,71.1,No,0,0
Male,Ahmedabad,Tier2,Mechanical,DataScience,Yes,No,5.35,63.7,0,0,0.0,1,0,48.2,4.04,20.3,,Yes,0,0
Male,Kolkata,Tier2,Civil,Embedded,No,No,6.72,66.3,1,0,2.0,0,1,43.8,5.12,50.3,56.8,Yes,0,0
